humanID,choID,humanSymbol
9413,100759969,FAM189A2
9414,100758728,TJP2
9415,100773237,FADS2
9415,100757464,FADS2
9416,100767790,DDX23
9419,100764597,CRIPT
9420,100754734,CYP7B1
9421,100767952,HAND1
9421,103160724,HAND1
9422,103160139,ZNF264
9423,100750350,NTN1
9424,100764262,KCNK6
9425,100763740,CDYL
9427,100763545,ECEL1
9429,100774296,ABCG2
9429,100774582,ABCG2
9429,100761503,ABCG2
9435,100767419,CHST2
9436,100771904,NCR2
9437,100750945,NCR1
9437,100767032,NCR1
9439,100775007,MED23
9440,100752831,MED17
9441,100755356,MED26
9442,100760726,MED27
9443,100767208,MED7
9444,100750964,QKI
9444,103163879,QKI
9445,100751459,ITM2B
9446,100758427,GSTO1
9447,100750381,AIM2
9448,100761058,MAP4K4
9450,100765204,LY86
9451,100765343,EIF2AK3
9452,100755879,ITM2A
9453,100767405,GGPS1
9454,100764933,HOMER3
9455,100771332,HOMER2
9456,100760219,HOMER1
9457,100773098,FHL5
9459,100762795,ARHGEF6
9462,100754098,RASAL2
9463,100754727,PICK1
9464,100763212,HAND2
9465,100757731,AKAP7
9466,100760191,IL27RA
9467,100766354,SH3BP5
9468,100770553,PCYT1B
9469,100758880,CHST3
9470,100764716,EIF4E2
9472,100756287,AKAP6
9473,100764331,THEMIS2
9474,100759159,ATG5
9475,100767265,ROCK2
9476,100773646,NAPSA
9477,100770419,MED20
9477,100771888,MED20
9477,100771319,MED20
9478,100756642,CABP1
9479,100774647,MAPK8IP1
9480,103163362,ONECUT2
9481,100758598,SLC25A27
9482,100774833,STX8
9486,100755464,CHST10
9487,100752487,PIGL
9488,100768002,PIGB
9489,100689449,PGS1
9491,100763731,PSMF1
9491,100761835,PSMF1
9493,100682531,KIF23
9495,100768039,AKAP5
9496,100761841,TBX4
9497,100770901,SLC4A7
9498,100773077,SLC4A8
9499,100772758,MYOT
9500,100768434,MAGED1
9501,100760314,RPH3AL
9507,100773045,ADAMTS4
9508,100758325,ADAMTS3
9509,100769264,ADAMTS2
9510,100761390,ADAMTS1
9512,100757021,PMPCB
9513,100757950,FXR2
9514,100756367,GAL3ST1
9515,100763299,STXBP5L
9516,100769636,LITAF
9517,100689415,SPTLC2
9518,103159791,GDF15
9519,100768754,TBPL1
9520,100763186,NPEPPS
9521,100689310,EEF1E1
9522,100760382,SCAMP1
9524,100761652,TECR
9525,100752222,VPS4B
9526,100689049,MPDU1
9527,100689312,GOSR1
9528,100764310,TMEM59
9529,100757492,BAG5
9530,100753192,BAG4
9531,100758034,BAG3
9532,100750795,BAG2
9533,100758205,POLR1C
9535,100760695,GMFG
9536,100770965,PTGES
9537,100773199,TP53I11
9538,100753150,EI24
9540,100760375,TP53I3
9541,100771162,CIR1
9542,100759245,NRG2
9543,100753053,IGDCC3
9545,100755455,RAB3D
9546,100763507,APBA3
9547,100754406,CXCL14
9550,100774299,ATP6V1G1
9551,103160361,ATP5J2
9551,100757610,ATP5J2
9552,100771644,SPAG7
9553,100756498,MRPL33
9554,100689313,SEC22B
9555,100771856,H2AFY
9556,100760515,C14orf2
9556,100767934,C14orf2
9557,100772942,CHD1L
9559,100766289,VPS26A
9562,100766430,MINPP1
9563,100770090,H6PD
9564,100768861,BCAR1
9567,100773534,GTPBP1
9568,100771574,GABBR2
9569,100769489,GTF2IRD1
9570,100766577,GOSR2
9572,100751718,NR1D1
9572,100771327,NR1D1
9573,100763238,GDF3
9575,100770092,CLOCK
9576,100754966,SPAG6
9576,100758363,SPAG6
9577,100756206,BRE
9578,100773684,CDC42BPB
9580,100763409,SOX13
9581,100762687,PREPL
9582,100772476,APOBEC3B
9583,100771637,ENTPD4
9584,100757502,RBM39
9585,100764040,KIF20B
9586,100764159,CREB5
9587,100758818,MAD2L1BP
9588,100754867,PRDX6
9589,100762035,WTAP
9589,103162707,WTAP
9589,103162511,WTAP
9589,100766571,WTAP
9589,103163912,WTAP
9589,100760025,WTAP
9590,100772605,AKAP12
9592,103161436,IER2
9595,100758851,CYTIP
9600,100758789,PITPNM1
9601,100753458,PDIA4
9603,103162428,NFE2L3
9603,103162263,NFE2L3
9604,100751183,RNF14
9605,100753080,VPS9D1
9607,100757030,CARTPT
9609,100767674,RAB36
9610,100762837,RIN1
9611,100760832,NCOR1
9612,103164198,NCOR2
9612,100769124,NCOR2
9615,100760443,GDA
9616,103161028,RNF7
9617,100770151,MTRF1
9618,100762863,TRAF4
9619,100759619,ABCG1
9620,103160949,CELSR1
9622,100757055,KLK4
9625,100753989,AATK
9627,100766193,SNCAIP
9627,100764301,SNCAIP
9628,100760410,RGS6
9630,100762675,GNA14
9631,100772556,NUP155
9632,100757844,SEC24C
9633,100762461,TESMIN
9635,100752277,CLCA2
9635,100754285,CLCA2
9636,100772582,ISG15
9637,100765737,FEZ2
9638,100751680,FEZ1
9639,100757483,ARHGEF10
9640,100751969,ZNF592
9641,100761646,IKBKE
9643,100767218,MORF4L2
9644,100754839,SH3PXD2A
9645,100763886,MICAL2
9646,100757530,CTR9
9647,100758939,PPM1F
9648,100760881,GCC2
9649,100762540,RALGPS1
9650,100760514,MTFR1
9651,100769053,PLCH2
9652,100759126,TTC37
9653,100760748,HS2ST1
9654,100770741,TTLL4
9655,100764298,SOCS5
9656,100756160,MDC1
9657,100765421,IQCB1
9658,100764397,ZNF516
9662,100689465,CEP135
9663,100769904,LPIN2
9665,100771777,KIAA0430
9666,100761551,DZIP3
9667,100759135,SAFB2
9669,100758365,EIF5B
9670,100754981,IPO13
9671,100760413,WSCD2
9672,100762010,SDC3
9673,100756736,SLC25A44
9674,100753399,KIAA0040
9675,100758713,TTI1
9677,100767441,PPIP5K1
9678,100766901,PHF14
9679,100771312,FAM53B
9681,100767573,DEPDC5
9681,103159138,DEPDC5
9682,100756054,KDM4A
9683,100750417,N4BP1
9684,100772599,LRRC14
9684,100772305,LRRC14
9684,100759919,LRRC14
9684,100767875,LRRC14
9685,100761656,CLINT1
9686,100753837,VGLL4
9687,100764943,GREB1
9688,100757790,NUP93
9689,100758868,BZW1
9690,100768481,UBE3C
9692,100757198,KIAA0391
9693,100754995,RAPGEF2
9693,103159132,RAPGEF2
9693,103158966,RAPGEF2
9694,100769760,EMC2
9695,100689456,EDEM1
9696,100770958,CROCC
9697,100773824,TRAM2
9698,100765502,PUM1
9699,100752044,RIMS2
9699,103161303,RIMS2
9700,100768842,ESPL1
9701,100755203,PPP6R2
9702,100762024,CEP57
9703,103158926,KIAA0100
9703,103162151,KIAA0100
9703,100761624,KIAA0100
9703,100753831,KIAA0100
9704,100766240,DHX34
9705,100764680,ST18
9706,100759097,ULK2
9708,100755587,PCDHGA8
9709,100758367,HERPUD1
9710,100764974,KIAA0355
9711,100754353,RUBCN
9712,100770492,USP6NL
9715,100751738,FAM131B
9716,100766095,AQR
9717,100773440,SEC14L5
9718,100771038,ECE2
9719,100761699,ADAMTSL2
9720,100768060,CCDC144A
9721,100773657,GPRIN2
9722,100771018,NOS1AP
9723,100757993,SEMA3E
9724,103158948,UTP14C
9725,100751086,TMEM63A
9726,100755411,ZNF646
9727,100758750,RAB11FIP3
9728,100763220,SECISBP2L
9729,100765589,KIAA0408
9730,100768333,DCAF1
9731,100768787,CEP104
9732,100772385,DOCK4
9733,100762447,SART3
9733,103163998,SART3
9734,100757696,HDAC9
9735,100766053,KNTC1
9736,100771161,USP34
9736,100756675,USP34
9737,100769500,GPRASP1
9737,103161415,GPRASP1
9738,100775002,CCP110
9739,100753962,SETD1A
9741,100750771,LAPTM4A
9742,100774958,IFT140
9743,100767169,ARHGAP32
9744,100765780,ACAP1
9745,103161729,ZNF536
9746,100760360,CLSTN3
9747,100753518,TCAF1
9748,100765772,SLK
9749,100758161,PHACTR2
9750,100763872,FAM65B
9751,100762714,SNPH
9752,103162561,PCDHA9
9753,100771593,ZSCAN12
9754,100755250,STARD8
9755,100762608,TBKBP1
9757,100750575,KMT2B
9758,100768458,FRMPD4
9759,100767877,HDAC4
9760,100772760,TOX
9761,100755466,MLEC
9762,100768902,LZTS3
9764,100771533,KIAA0513
9765,100761003,ZFYVE16
9766,100757573,SUSD6
9767,100774923,JADE3
9768,100755621,KIAA0101
9770,100762209,RASSF2
9771,100769866,RAPGEF5
9772,100769338,TMEM94
9774,100773081,BCLAF1
9775,100757133,EIF4A3
9776,100753698,ATG13
9777,100754311,TM9SF4
9778,100769248,KIAA0232
9779,100769381,TBC1D5
9780,100754271,PIEZO1
9781,100753623,RNF144A
9782,100755480,MATR3
9783,100753626,RIMS3
9784,100767433,SNX17
9785,100757501,DHX38
9786,100753699,KIAA0586
9787,100755750,DLGAP5
9788,100762499,MTSS1
9789,100755739,SPCS2
9790,100770546,BMS1
9791,100762075,PTDSS1
9792,100753488,SERTAD2
9793,100755237,CKAP5
9794,100768930,MAML1
9796,100767230,PHYHIP
9797,100752200,TATDN2
9797,103159664,TATDN2
9798,100756334,IST1
9801,100766276,MRPL19
9802,100762145,DAZAP2
9802,100775021,DAZAP2
9804,100761619,TOMM20
9805,100758201,SCRN1
9806,100760620,SPOCK2
9807,100760280,IP6K1
9810,100750431,RNF40
9811,100754827,CTIF
9811,103160090,CTIF
9812,100774899,KIAA0141
9813,100769544,EFCAB14
9814,100771980,SFI1
9815,100756931,GIT2
9816,100768105,URB2
9817,100759410,KEAP1
9818,100763296,NUP58
9819,100771973,TSC22D2
9820,100771595,CUL7
9821,100763340,RB1CC1
9823,100765185,ARMCX2
9824,100757746,ARHGAP11A
9825,100759901,SPATA2
9826,100760875,ARHGEF11
9827,100755470,RGP1
9828,100753083,ARHGEF17
9829,100756272,DNAJC6
9830,100770993,TRIM14
9831,103158562,ZNF623
9832,100754908,JAKMIP2
9833,100774970,MELK
9836,100768317,LCMT2
9837,100768908,GINS1
9839,103161881,ZEB2
9839,100752455,ZEB2
9840,100754149,TESPA1
9841,100771843,ZBTB24
9842,100766166,PLEKHM1
9843,100753439,HEPH
9844,100759062,ELMO1
9846,100771626,GAB2
9847,100766087,C2CD5
9848,100761346,MFAP3L
9849,100754952,ZNF518A
9851,100755478,KIAA0753
9852,100770168,EPM2AIP1
9853,100757420,RUSC2
9854,100757251,C2CD2L
9855,100772725,FARP2
9856,100759222,KIAA0319
9857,100754786,CEP350
9858,100756993,PPP1R26
9859,100771665,CEP170
9860,100767403,LRIG2
9861,100751274,PSMD6
9862,100759120,MED24
9863,100759337,MAGI2
9865,100764461,TRIL
9865,103161189,TRIL
9866,100752350,TRIM66
9867,100756521,PJA2
9868,100758190,TOMM70
9869,100765697,SETDB1
9870,100771045,AREL1
9871,100774358,SEC24D
9873,103160631,FCHSD2
9873,100773820,FCHSD2
9874,100766179,TLK1
9875,100766838,URB1
9877,100763978,ZC3H11A
9878,100774603,TOX4
9879,100763282,DDX46
9880,100752450,ZBTB39
9881,100765447,TRANK1
9882,100755100,TBC1D4
9883,100762026,POM121
9884,103163522,LRRC37A
9884,103163523,LRRC37A
9884,100774265,LRRC37A
9885,100754515,OSBPL2
9886,100767011,RHOBTB1
9887,100760981,SMG7
9889,100770580,ZBED4
9890,100754065,PLPPR4
9891,100766242,NUAK1
9892,100761319,SNAP91
9894,100774669,TELO2
9895,100756039,TECPR2
9896,100772123,FIG4
9897,103158844,KIAA0196
9898,100761650,UBAP2L
9899,100767798,SV2B
9900,100759214,SV2A
9901,100758603,SRGAP3
9902,100752611,MRC2
9903,100760231,KLHL21
9904,100750733,RBM19
9905,100767108,SGSM2
9907,100760656,AP5Z1
9908,100752963,G3BP2
9909,100767268,DENND4B
9910,100751339,RABGAP1L
9911,100754306,TMCC2
9912,100772129,ARHGAP44
9913,100757081,SUPT7L
9914,100772976,ATP2C2
9915,100773566,ARNT2
9917,100772950,FAM20B
9918,100753087,NCAPD2
9919,100760133,SEC16A
9920,103162641,KBTBD11
9921,100755177,RNF10
9922,100763049,IQSEC1
9923,100765922,ZBTB40
9924,100765354,PAN2
9925,100750989,ZBTB5
9926,100751009,LPGAT1
9927,100763273,MFN2
9928,100759691,KIF14
9929,100773825,JOSD1
9931,100766882,HELZ
9933,100764311,PUM3
9934,100769482,P2RY14
9935,100751374,MAFB
9935,103160548,MAFB
9937,100750521,DCLRE1A
9938,100766511,ARHGAP25
9939,100754959,RBM8A
9940,100753645,DLEC1
9941,100750872,EXOG
9942,100750577,XYLB
9943,100774777,OXSR1
9945,100767191,GFPT2
9946,100758122,CRYZL1
9948,100753279,WDR1
9948,103161674,WDR1
9949,100759636,AMMECR1
9949,100771508,AMMECR1
9950,100751878,GOLGA5
9951,103160009,HS3ST4
9951,100770573,HS3ST4
9953,103160380,HS3ST3B1
9955,103160379,HS3ST3A1
9956,100765580,HS3ST2
9957,100759378,HS3ST1
9958,100759035,USP15
9960,100751435,USP3
9961,100751094,MVP
9962,100762656,SLC23A2
9962,100761922,SLC23A2
9963,100757803,SLC23A1
9965,100758307,FGF19
9966,100754423,TNFSF15
9967,100758746,THRAP3
9968,100755999,MED12
9969,100751010,MED13
9970,100768934,NR1I3
9971,100751364,NR1H4
9971,100763600,NR1H4
9972,100761805,NUP153
9973,100757246,CCS
9975,100768895,NR1D2
9978,100762556,RBX1
9980,100751759,DOPEY2
9980,103159139,DOPEY2
9982,100762110,FGFBP1
9984,100770844,THOC1
9985,100770434,REC8
9986,100758680,RCE1
9987,100767030,HNRNPDL
9987,103162939,HNRNPDL
9988,100760330,DMTF1
9989,103158840,PPP4R1
9989,100773668,PPP4R1
9989,100757531,PPP4R1
9989,100758248,PPP4R1
9990,100771685,SLC12A6
9991,100771699,PTBP3
9992,100759561,KCNE2
9993,100772062,DGCR2
9994,100773465,CASP8AP2
9994,100773754,CASP8AP2
9997,103162003,SCO2
10000,100752454,AKT3
10001,100762349,MED6
10002,100752298,NR2E3
10003,100769032,NAALAD2
10004,100768106,NAALADL1
10005,100761464,ACOT8
10006,100772463,ABI1
10007,100689210,GNPDA1
10008,100755499,KCNE3
10009,100763419,ZBTB33
10010,103163863,TANK
10010,100764984,TANK
10011,100753253,SRA1
10013,100763688,HDAC6
10014,100689350,HDAC5
10015,100769458,PDCD6IP
10016,100750445,PDCD6
10017,100752860,BCL2L10
10018,100771754,BCL2L11
10019,100773100,SH2B3
10020,100689450,GNE
10021,100758754,HCN4
10022,100752144,INSL5
10023,100760088,FRAT1
10023,103160123,FRAT1
10023,103160455,FRAT1
10023,103158676,FRAT1
10023,100751057,FRAT1
10023,103163301,FRAT1
10023,100753006,FRAT1
10023,103162115,FRAT1
10023,100772517,FRAT1
10023,100751138,FRAT1
10023,100766086,FRAT1
10023,103158790,FRAT1
10023,100758062,FRAT1
10023,100758069,FRAT1
10023,100769263,FRAT1
10023,100774551,FRAT1
10023,100761257,FRAT1
10023,103159020,FRAT1
10023,103159845,FRAT1
10023,103159252,FRAT1
10023,103159431,FRAT1
10023,100770802,FRAT1
10023,100767360,FRAT1
10023,100773398,FRAT1
10023,103161791,FRAT1
10023,103159326,FRAT1
10024,100768889,TROAP
10025,103160350,MED16
10025,100763586,MED16
10026,100761996,PIGK
10036,100756533,CHAF1A
10038,100753655,PARP2
10039,100764843,PARP3
10040,100758534,TOM1L1
10042,100757455,HMGXB4
10043,100757162,TOM1
10044,100759629,SH2D3C
10045,100751266,SH2D3A
10046,100761274,MAMLD1
10047,100766873,CST8
10047,100767168,CST8
10048,100769939,RANBP9
10049,100758507,DNAJB6
10050,100756142,SLC17A4
10051,100766744,SMC4
10052,100689357,GJC1
10053,100758260,AP1M2
10054,100764381,UBA2
10055,100767400,SAE1
10056,103159001,FARSB
10056,100760139,FARSB
10057,100774121,ABCC5
10058,100768549,ABCB6
10059,100750819,DNM1L
10060,100769198,ABCC9
10061,100760577,ABCF2
10061,100752562,ABCF2
10062,100756988,NR1H3
10063,100758878,COX17
10066,100756209,SCAMP2
10067,100756052,SCAMP3
10069,100768876,RWDD2B
10072,100760621,DPP3
10073,100761247,SNUPN
10075,100757403,HUWE1
10076,100766961,PTPRU
10077,100761770,TSPAN32
10078,100759348,TSSC4
10079,100773673,ATP9A
10081,100753946,PDCD7
10082,100767906,GPC6
10083,100764095,USH1C
10084,100762531,PQBP1
10085,100766118,EDIL3
10087,100689038,COL4A3BP
10089,100763826,KCNK7
10090,100760763,UST
10092,100766799,ARPC5
10093,100756023,ARPC4
10094,100764746,ARPC3
10095,100774796,ARPC1B
10095,100769123,ARPC1B
10096,100759010,ACTR3
10097,100752591,ACTR2
10098,100755707,TSPAN5
10099,100765318,TSPAN3
10100,100752316,TSPAN2
10101,100752903,NUBP2
10102,100761292,TSFM
10103,100773482,TSPAN1
10105,100752432,PPIF
10106,100765556,CTDSP2
10107,100754326,TRIM10
10109,100774430,ARPC2
10110,100772733,SGK2
10111,100755349,RAD50
10112,100773707,KIF20A
10112,100772756,KIF20A
10113,100764138,PREB
10114,100772418,HIPK3
10116,100761263,FEM1B
10117,100773739,ENAM
10120,100768031,ACTR1B
10121,100750704,ACTR1A
10123,100772909,ARL4C
10124,100771484,ARL4A
10125,100762037,RASGRP1
10126,100772767,DNAL4
10127,100765651,ZNF263
10128,100761521,LRPPRC
10129,100759522,FRY
10130,100766687,PDIA6
10131,100763701,TRAP1
10133,100773283,OPTN
10134,100770274,BCAP31
10135,100767492,NAMPT
10136,100765144,CELA3A
10138,103161599,YAF2
10138,100760251,YAF2
10139,100762329,ARFRP1
10140,100766688,TOB1
10142,103164241,AKAP9
10142,103162715,AKAP9
10142,103161008,AKAP9
10142,100765321,AKAP9
10142,100756022,AKAP9
10142,100767118,AKAP9
10142,103159885,AKAP9
10143,100762318,CLEC3A
10144,100753068,FAM13A
10146,100761148,G3BP1
10147,100754204,SUGP2
10148,100754884,EBI3
10149,100754781,ADGRG2
10150,100765590,MBNL2
10152,100768975,ABI2
10153,100756756,CEBPZ
10154,100766140,PLXNC1
10155,100767882,TRIM28
10157,100751161,AASS
10158,100759293,PDZK1IP1
10159,100768578,ATP6AP2
10160,100761407,FARP1
10161,100750873,LPAR6
10162,100768200,LPCAT3
10163,100759260,WASF2
10164,100759418,CHST4
10165,100766212,SLC25A13
10166,100773024,SLC25A15
10169,100754083,SERF2
10170,100771741,DHRS9
10171,100761761,RCL1
10174,100768383,SORBS3
10174,103159234,SORBS3
10175,103160710,CNIH1
10175,100755897,CNIH1
10178,100757724,TENM1
10179,100768276,RBM7
10180,100755843,RBM6
10181,100755547,RBM5
10184,100755063,LHFPL2
10186,100753753,LHFP
10186,100772013,LHFP
10188,100754061,TNK2
10189,100756310,ALYREF
10190,100756342,TXNDC9
10193,100766232,RNF41
10194,100752361,TSHZ1
10195,100772003,ALG3
10196,100761738,PRMT3
10197,100762340,PSME3
10198,100771041,MPHOSPH9
10199,100762733,MPHOSPH10
10200,100751608,MPHOSPH6
10201,100763307,NME6
10202,100763767,DHRS2
10202,100772153,DHRS2
10202,100771582,DHRS2
10203,100753229,CALCRL
10204,100757758,NUTF2
10204,100753217,NUTF2
10205,100751338,MPZL2
10206,100752234,TRIM13
10207,100755532,PATJ
10208,100754469,USPL1
10209,100773613,EIF1
10209,100764637,EIF1
10209,100753761,EIF1
10209,100766344,EIF1
10210,100765733,TOPORS
10210,100763834,TOPORS
10211,100763504,FLOT1
10212,103161509,DDX39A
10212,103160562,DDX39A
10212,100752425,DDX39A
10213,100764392,PSMD14
10215,103160962,OLIG2
10216,100752278,PRG4
10217,100754751,CTDSPL
10218,100755713,ANGPTL7
10219,100761776,KLRG1
10220,100753230,GDF11
10221,100772722,TRIB1
10223,100771877,GPA33
10225,100769835,CD96
10226,100758170,PLIN3
10227,100767880,MFSD10
10228,100753913,STX6
10229,100762279,COQ7
10231,100758104,RCAN2
10232,100773505,MSLN
10232,100761360,MSLN
10233,100758129,LRRC23
10234,100759634,LRRC17
10235,100757059,RASGRP2
10236,100767855,HNRNPR
10237,100756934,SLC35B1
10238,100773606,DCAF7
10239,100754298,AP3S2
10240,100773319,MRPS31
10241,100752435,CALCOCO2
10242,100761612,KCNMB2
10243,100762786,GPHN
10244,100755498,RABEPK
10245,100762818,TIMM17B
10246,100755263,SLC17A2
10247,100754697,RIDA
10248,100753663,POP7
10249,100774147,GLYAT
10249,100767729,GLYAT
10249,100774725,GLYAT
10250,100757992,SRRM1
10251,100755688,SPRY3
10252,100754609,SPRY1
10253,100758564,SPRY2
10254,100774991,STAM2
10256,100769136,CNKSR1
10257,100766754,ABCC4
10260,100772570,DENND4A
10261,103159815,IGSF6
10262,100759502,SF3B4
10263,100758502,CDK2AP2
10265,100773873,IRX5
10266,100752026,RAMP2
10267,100774505,RAMP1
10267,103161228,RAMP1
10268,100770633,RAMP3
10269,100752728,ZMPSTE24
10270,100771696,AKAP8
10272,103160351,FSTL3
10273,100760778,STUB1
10274,100759452,STAG1
10276,100767327,NET1
10277,100771525,UBE4B
10278,100771792,EFS
10279,100770760,PRSS16
10280,100752825,SIGMAR1
10282,100761331,BET1
10283,100760125,CWC27
10284,103161128,SAP18
10284,100760388,SAP18
10285,100758118,SMNDC1
10286,100758667,BCAS2
10287,100766929,RGS19
10288,100763364,LILRB2
10288,100757768,LILRB2
10288,100774449,LILRB2
10288,100753890,LILRB2
10288,100757485,LILRB2
10288,100764224,LILRB2
10289,100774503,EIF1B
10290,103158985,SPEG
10290,100767885,SPEG
10291,100754437,SF3A1
10293,100759129,TRAIP
10294,100766736,DNAJA2
10295,100755998,BCKDK
10296,100770544,MAEA
10297,100767273,APC2
10298,100760399,PAK4
10299,100759599,MARCH6
10300,100763993,KATNB1
10302,100755752,SNAPC5
10307,100756770,APBB3
10309,100751971,CCNO
10311,100763887,DSCR3
10312,100755303,TCIRG1
10313,103163510,RTN3
10313,100752666,RTN3
10314,100758445,LANCL1
10316,100761119,NMUR1
10317,100755714,B3GALT5
10318,100764935,TNIP1
10319,100751974,LAMC3
10320,100759224,IKZF1
10322,100769992,SMYD5
10324,100763060,KLHL41
10325,100764180,RRAGB
10326,100766667,SIRPB1
10326,100772779,SIRPB1
10326,100771918,SIRPB1
10326,100765898,SIRPB1
10326,103163775,SIRPB1
10326,103164349,SIRPB1
10326,100753401,SIRPB1
10326,100772487,SIRPB1
10326,103162228,SIRPB1
10326,103162229,SIRPB1
10326,100751767,SIRPB1
10326,100773101,SIRPB1
10327,100689106,AKR1A1
10328,100770955,EMC8
10329,100757873,TMEM5
10330,100765645,CNPY2
10331,100773213,B3GNT3
10332,100773525,CLEC4M
10332,100773244,CLEC4M
10333,100689185,TLR6
10335,100757809,MRVI1
10336,100766593,PCGF3
10342,100757801,TFG
10343,100758698,PKDREJ
10344,103161431,CCL26
10345,100763964,TRDN
10345,103163779,TRDN
10347,100764464,ABCA7
10350,100772634,ABCA9
10351,100773221,ABCA8
10352,100772881,WARS2
10360,100751292,NPM3
10361,100764312,NPM2
10362,100771597,HMG20B
10363,100759297,HMG20A
10367,100759230,MICU1
10368,100760631,CACNG3
10369,100769826,CACNG2
10370,100773955,CITED2
10371,100757705,SEMA3A
10376,100682528,TUBA1B
10379,100760392,IRF9
10380,100774047,BPNT1
10381,100760055,TUBB3
10382,100763390,TUBB4A
10383,100689089,TUBB4B
10385,100772154,BTN2A2
10388,100771640,SYCP2
10389,100751276,SCML2
10390,100773070,CEPT1
10391,100757780,CORO2B
10392,100758777,NOD1
10393,100772439,ANAPC10
10393,100750936,ANAPC10
10394,100758195,PRG3
10395,100771649,DLC1
10395,100772133,DLC1
10396,100756975,ATP8A1
10397,100758250,NDRG1
10398,100753477,MYL9
10399,100767670,RACK1
10400,100767954,PEMT
10401,100753297,PIAS3
10402,100771326,ST3GAL6
10403,100751668,NDC80
10404,100753216,CPQ
10404,103161137,CPQ
10406,100770064,WFDC2
10406,100760301,WFDC2
10407,100769805,SPAG11B
10409,103161584,BASP1
10410,100756685,IFITM3
10410,100757825,IFITM3
10410,100758119,IFITM3
10410,100752397,IFITM3
10411,100767619,RAPGEF3
10412,100755777,NSA2
10413,100761993,YAP1
10417,100766996,SPON2
10418,100771703,SPON1
10419,100768836,PRMT5
10420,100751809,TESK2
10421,100774263,CD2BP2
10422,100760641,UBAC1
10423,100750801,CDIPT
10424,100773430,PGRMC2
10425,100764705,ARIH2
10426,100760005,TUBGCP3
10427,100767043,SEC24B
10428,100768565,CFDP1
10430,100751744,TMEM147
10434,100755288,LYPLA1
10435,100768016,CDC42EP2
10436,100759485,EMG1
10437,100759310,IFI30
10438,100689353,C1D
10439,100752985,OLFM1
10440,100755745,TIMM17A
10443,100758949,N4BP2L2
10443,103159648,N4BP2L2
10444,100769353,ZER1
10445,100761535,MCRS1
10446,100752513,LRRN2
10447,100764415,FAM3C
10449,100765829,ACAA2
10450,100773432,PPIE
10451,100768658,VAV3
10452,100752231,TOMM40
10454,100771613,TAB1
10455,100763456,ECI2
10456,100761361,HAX1
10457,100761867,GPNMB
10458,100761815,BAIAP2
10459,100761766,MAD2L2
10460,100765245,TACC3
10461,100755929,MERTK
10462,100768594,CLEC10A
10462,100763454,CLEC10A
10463,100767136,SLC30A9
10464,100773979,PIBF1
10465,100768669,PPIH
10466,100754837,COG5
10467,100760701,ZNHIT1
10467,100768706,ZNHIT1
10468,100774874,FST
10469,100758774,TIMM44
10471,100750607,PFDN6
10472,100751760,ZBTB18
10474,100755727,TADA3
10475,100763011,TRIM38
10476,100771541,ATP5H
10477,100762619,UBE2E3
10478,100765307,SLC25A17
10479,100768229,SLC9A6
10480,100768213,EIF3M
10481,100773981,HOXB13
10482,100753177,NXF1
10483,100765486,SEC23B
10484,100755854,SEC23A
10486,100766472,CAP2
10487,100774682,CAP1
10488,100772940,CREB3
10489,100772217,LRRC41
10490,100760166,VTI1B
10491,100767159,CRTAP
10492,100758906,SYNCRIP
10493,100752920,VAT1
10494,100754386,STK25
10495,100751206,ENOX2
10497,100774681,UNC13B
10498,100771088,CARM1
10499,100762955,NCOA2
10500,100753000,SEMA6C
10501,100769093,SEMA6B
10505,100759257,SEMA4F
10507,100759517,SEMA4D
10509,100772904,SEMA4B
10512,100765927,SEMA3C
10513,100764050,APPBP2
10514,100758378,MYBBP1A
10516,100759853,FBLN5
10518,100753997,CIB2
10519,100772612,CIB1
10521,100774831,DDX17
10522,100756469,DEAF1
10523,100755648,CHERP
10524,100761603,KAT5
10525,100689308,HYOU1
10526,100762731,IPO8
10527,100752357,IPO7
10528,100771954,NOP56
10529,100751354,NEBL
10529,100753199,NEBL
10531,100751021,PITRM1
10533,100754902,ATG7
10534,100771453,SSSCA1
10535,100762806,RNASEH2A
10536,100767056,P3H3
10537,100769593,UBD
10538,100755965,BATF
10539,100754656,GLRX3
10540,100757525,DCTN2
10541,100767552,ANP32B
10542,100774846,LAMTOR5
10544,100754100,PROCR
10548,100759608,TM9SF1
10549,100763245,PRDX4
10550,100756195,ARL6IP5
10551,100769015,AGR2
10552,100775083,ARPC1A
10553,100759325,HTATIP2
10554,100758206,AGPAT1
10556,100764835,RPP30
10557,100753092,RPP38
10558,100689326,SPTLC1
10559,100689322,SLC35A1
10560,100763232,SLC19A2
10561,100760250,IFI44
10562,100755691,OLFM4
10562,100765008,OLFM4
10563,100773550,CXCL13
10564,100773989,ARFGEF2
10565,100750748,ARFGEF1
10566,100773279,AKAP3
10567,103160328,RABAC1
10568,100759469,SLC34A2
10569,100765338,SLU7
10569,100754137,SLU7
10570,100774927,DPYSL4
10572,100768983,SIVA1
10573,100754102,MRPL28
10574,100770561,CCT7
10575,100767849,CCT4
10576,100759253,CCT2
10577,100770757,NPC2
10579,100754572,TACC2
10579,103158953,TACC2
10580,100755778,SORBS1
10584,100753023,COLEC10
10585,100755033,POMT1
10586,100763211,MAB21L2
10587,100770343,TXNRD2
10588,100758328,MTHFS
10589,100765946,DRAP1
10590,100757020,SCGN
10591,100756461,DNPH1
10592,100759197,SMC2
10594,100766853,PRPF8
