GeneID	GeneSymbol	Chrom	TrAccess	PrAccess	TrID
100758506	LOC100758506	NW_003615098.1	XM_003511386.2	XP_003511434.2	rna32949
100758507	LOC100758507	NW_003615182.1	XM_007652183.2	XP_007650373.1	rna33464
100758507	LOC100758507	NW_003615182.1	XM_007652181.2	XP_007650371.1	rna33466
100758507	LOC100758507	NW_003615182.1	XM_007652182.2	XP_007650372.1	rna33465
100758508	Hrct1	NW_003615376.1	XM_003512154.3	XP_003512202.1	rna34434
100758509	LOC100758509	NW_003615553.1	XR_483866.1	-	rna35436
100758509	LOC100758509	NW_003615553.1	XR_483865.1	-	rna35437
100758509	LOC100758509	NW_003615553.1	XR_483867.1	-	rna35438
100758509	LOC100758509	NW_003615553.1	XR_483864.1	-	rna35439
100758509	LOC100758509	NW_003615553.1	XR_001728632.1	-	rna35440
100758510	LOC100758510	NW_003613580.1	-	-	gene56
100758511	LOC100758511	NW_003613581.1	XM_003494998.1	XP_003495046.1	rna171
100758512	Gxylt2	NW_003613585.1	XM_016968263.1	XP_016823752.1	rna582
100758513	Ptpn20	NW_003613589.1	XM_007640101.2	XP_007638291.1	rna850
100758514	Copb2	NW_003613594.1	XM_003495482.3	XP_003495530.1	rna1161
100758515	Otop3	NW_003613598.1	XM_007643088.2	XP_007641278.2	rna1528
100758516	LOC100758516	NW_003616064.1	XM_007653915.2	XP_007652105.1	rna37121
100758517	LOC100758517	NW_003613612.1	-	-	gene1621
100758518	Gnrhr	NW_003616183.1	XM_016963307.1	XP_016818796.1	rna37496
100758518	Gnrhr	NW_003616183.1	XM_003513878.3	XP_003513926.1	rna37494
100758518	Gnrhr	NW_003616183.1	XM_016963306.1	XP_016818795.1	rna37495
100758519	LOC100758519	NW_003616230.1	XM_007654175.1	XP_007652365.1	rna37624
100758520	Mapk7	NW_003613619.1	XM_007649232.1	XP_007647422.1	rna2845
100758521	Iah1	NW_003616360.1	XM_003514124.2	XP_003514172.1	rna37974
100758522	LOC100758522	NW_003616458.1	-	-	gene25590
100758523	Usp2	NW_003616562.1	XM_007654529.1	XP_007652719.1	rna38420
100758523	Usp2	NW_003616562.1	XM_003514380.2	XP_003514428.1	rna38419
100758524	Lrrd1	NW_003613638.1	XM_003496946.3	XP_003496994.1	rna4005
100758525	LOC100758525	NW_003616736.1	-	-	gene26055
100758527	Tnfsf12	NW_003613643.1	XM_007609214.1	XP_007607404.1	rna4504
100758528	Copg2	NW_003613652.1	XM_007613702.1	XP_007611892.1	rna5179
100758529	Gtpbp2	NW_003617441.1	XM_003515162.3	XP_003515210.1	rna39755
100758530	Ankrd2	NW_003613664.1	XM_016967543.1	XP_016823032.1	rna5630
100758531	Ciao1	NW_003613665.1	XM_016967648.1	XP_016823137.1	rna5754
100758531	Ciao1	NW_003625886.1	XM_007608090.1	XP_007606280.1	rna41170
100758533	Rpl9	NW_003617759.1	XM_003515312.3	XP_003515360.1	rna40003
100758533	Rpl9	NW_003617759.1	XM_016963900.1	XP_016819389.1	rna40004
100758534	Tom1l1	NW_003613683.1	XM_003498183.2	XP_003498231.1	rna6546
100758535	LOC100758535	NW_003618323.1	-	-	gene27547
100758536	LOC100758536	NW_003618517.1	-	-	gene27633
100758537	Hoxd8	NW_003613688.1	XM_003498337.3	XP_003498385.2	rna6843
100758538	Jade2	NW_003613693.1	XM_016971055.1	XP_016826544.1	rna7164
100758539	LOC100758539	NW_003619178.1	XM_016964058.1	XP_016819547.1	rna40651
100758539	LOC100758539	NW_003619178.1	XM_007607836.2	XP_007606026.1	rna40650
100758541	LOC100758541	NW_003621563.1	XM_003515892.3	XP_003515940.2	rna40931
100758542	LOC100758542	NW_003630029.1	XM_016964194.1	XP_016819683.1	rna41295
100758543	Rgs13	NW_003613723.1	XM_003499220.2	XP_003499268.1	rna8682
100758544	Nkd1	NW_003613741.1	XM_016974204.1	XP_016829693.1	rna9289
100758544	Nkd1	NW_003613741.1	XM_007640270.2	XP_007638460.2	rna9290
100758545	Saraf	NW_003613748.1	XM_007640388.2	XP_007638578.2	rna9601
100758546	Cdkn2d	NW_003613752.1	XM_003499731.3	XP_003499779.1	rna9778
100758548	Rfesd	NW_003613767.1	XM_003500004.3	XP_003500052.1	rna10335
100758548	Rfesd	NW_003613767.1	XM_007640744.2	XP_007638934.1	rna10334
100758548	Rfesd	NW_003613767.1	XM_007640743.2	XP_007638933.1	rna10333
100758548	Rfesd	NW_003613767.1	XM_016974447.1	XP_016829936.1	rna10332
100758549	Kdm5c	NW_003613780.1	XM_007640950.2	XP_007639140.1	rna10690
100758549	Kdm5c	NW_003613780.1	XM_003500199.3	XP_003500247.1	rna10689
100758549	Kdm5c	NW_003613780.1	XM_007640949.2	XP_007639139.1	rna10688
100758549	Kdm5c	NW_003613780.1	XM_007640951.2	XP_007639141.1	rna10687
100758550	LOC100758550	NW_003613783.1	XM_007640994.2	XP_007639184.1	rna10817
100758550	LOC100758550	NW_003613783.1	XM_016974565.1	XP_016830054.1	rna10815
100758550	LOC100758550	NW_003613783.1	XM_007640996.2	XP_007639186.1	rna10816
100758551	Mst1r	NW_003613788.1	XM_007641119.2	XP_007639309.2	rna11030
100758552	LOC100758552	NW_003613799.1	XM_003500570.1	XP_003500618.1	rna11428
100758553	Orai2	NW_003613822.1	XM_007641674.2	XP_007639864.1	rna12172
100758554	Dnajc12	NW_003613826.1	XM_016974920.1	XP_016830409.1	rna12269
100758554	Dnajc12	NW_003613826.1	XM_016974919.1	XP_016830408.1	rna12268
100758554	Dnajc12	NW_003613826.1	XM_007641729.2	XP_007639919.1	rna12270
100758555	Mtss1l	NW_003613830.1	XM_007641759.2	XP_007639949.1	rna12339
100758555	Mtss1l	NW_003613830.1	XM_016974941.1	XP_016830430.1	rna12335
100758555	Mtss1l	NW_003613830.1	XM_016974940.1	XP_016830429.1	rna12336
100758555	Mtss1l	NW_003613830.1	XM_003501073.3	XP_003501121.1	rna12337
100758555	Mtss1l	NW_003613830.1	XM_007641760.2	XP_007639950.1	rna12340
100758555	Mtss1l	NW_003613830.1	XM_016974939.1	XP_016830428.1	rna12338
100758556	E2f1	NW_003613833.1	XM_007641811.2	XP_007640001.1	rna12441
100758557	Tmem63b	NW_003613855.1	XM_016975227.1	XP_016830716.1	rna13503
100758558	Foxo6	NW_003613862.1	XM_007642477.1	XP_007640667.1	rna13789
100758559	Ferd3l	NW_003613869.1	XM_003501981.1	XP_003502029.1	rna14071
100758560	Gpr37	NW_003613878.1	XM_003502124.2	XP_003502172.1	rna14410
100758561	Scamp4	NW_003613904.1	XM_016975679.1	XP_016831168.1	rna15379
100758562	Srpra	NW_003613908.1	XM_003502701.3	XP_003502749.1	rna15543
100758563	Ssr2	NW_003613923.1	XM_003502923.3	XP_003502971.1	rna16020
100758563	Ssr2	NW_003613923.1	XM_007643539.2	XP_007641729.1	rna16021
100758564	Spry2	NW_003613937.1	XM_007643674.1	XP_007641864.1	rna16283
100758565	Acvr1	NW_003613966.1	XM_007644006.2	XP_007642196.1	rna16978
100758565	Acvr1	NW_003613966.1	XM_003503408.3	XP_003503456.1	rna16977
100758565	Acvr1	NW_003613966.1	XM_007644005.1	XP_007642195.1	rna16976
100758567	LOC100758567	NW_003614077.1	-	-	gene12438
100758568	Runx3	NW_003614105.1	XM_003504941.1	XP_003504989.1	rna20014
100758569	LOC100758569	NW_003614109.1	XM_007645487.2	XP_007643677.1	rna20135
100758570	Prickle3	NW_003614122.1	XM_003505082.3	XP_003505130.1	rna20319
100758570	Prickle3	NW_003614122.1	XM_007645609.2	XP_007643799.1	rna20320
100758570	Prickle3	NW_003614122.1	XM_007645608.2	XP_007643798.1	rna20321
100758571	LOC100758571	NW_003614124.1	-	-	gene13148
100758572	Cdh9	NW_003614136.1	XM_007645810.2	XP_007644000.1	rna20778
100758572	Cdh9	NW_003614136.1	XM_016977062.1	XP_016832551.1	rna20775
100758572	Cdh9	NW_003614136.1	XM_016977058.1	XP_016832547.1	rna20776
100758572	Cdh9	NW_003614136.1	XM_016977059.1	XP_016832548.1	rna20777
100758572	Cdh9	NW_003614136.1	XM_016977060.1	XP_016832549.1	rna20779
100758572	Cdh9	NW_003614136.1	XM_016977061.1	XP_016832550.1	rna20780
100758573	Bicd2	NW_003614143.1	XM_007645861.2	XP_007644051.1	rna20904
100758575	Acta2	NW_003614200.1	XM_003505949.3	XP_003505997.3	rna22092
100758576	LOC100758576	NW_003614205.1	XM_003506019.3	XP_003506067.1	rna22155
100758577	Taf11	NW_003614227.1	XM_016977491.1	XP_016832980.1	rna22769
100758578	Ldlrad4	NW_003614248.1	XM_016977614.1	XP_016833103.1	rna23169
100758579	LOC100758579	NW_003614288.1	XM_016977731.1	XP_016833220.1	rna23781
100758580	Mrpl38	NW_003614300.1	XM_016977764.1	XP_016833253.1	rna23893
100758580	Mrpl38	NW_003614300.1	XM_007647363.1	XP_007645553.1	rna23894
100758581	LOC100758581	NW_003614309.1	-	-	gene15663
100758582	Clk1	NW_003614320.1	XM_003507032.3	XP_003507080.1	rna24378
100758582	Clk1	NW_003614320.1	XM_016977913.1	XP_016833402.1	rna24379
100758583	Crnn	NW_003614331.1	XM_003507107.2	XP_003507155.2	rna24525
100758585	LOC100758585	NW_003614405.1	-	-	gene16503
100758586	Scrib	NW_003614411.1	XM_007648264.1	XP_007646454.1	rna25668
100758587	Tm4sf4	NW_003614490.1	XM_003508147.1	XP_003508195.1	rna26691
100758588	Pcyox1l	NW_003614565.1	XM_007649241.2	XP_007647431.1	rna27597
100758589	Pin4	NW_003614593.1	XM_007649429.1	XP_007647619.1	rna27992
100758590	LOC100758590	NW_003614614.1	XM_003508953.3	XP_003509001.1	rna28267
100758591	Osm	NW_003614628.1	XM_016978994.1	XP_016834483.1	rna28386
100758591	Osm	NW_003614628.1	XM_007649636.2	XP_007647826.1	rna28385
100758592	Arhgap31	NW_003614660.1	XM_003509149.2	XP_003509197.1	rna28631
100758593	LOC100758593	NW_003614668.1	XM_003509218.1	XP_003509266.1	rna28735
100758594	LOC100758594	NW_003614681.1	XM_003509290.1	XP_003509338.1	rna28879
100758595	Pbx3	NW_003614709.1	XM_007650017.1	XP_007648207.1	rna29165
100758595	Pbx3	NW_003614709.1	XM_016979206.1	XP_016834695.1	rna29168
100758595	Pbx3	NW_003614709.1	XM_016979205.1	XP_016834694.1	rna29167
100758595	Pbx3	NW_003614709.1	XM_003509417.2	XP_003509465.2	rna29166
100758596	Hdac10	NW_003614727.1	XM_003509567.2	XP_003509615.2	rna29426
100758596	Hdac10	NW_003614727.1	XM_007650163.2	XP_007648353.1	rna29425
100758597	LOC100758597	NW_003614743.1	XM_016979316.1	XP_016834805.1	rna29594
100758597	LOC100758597	NW_003614743.1	XM_007650250.2	XP_007648440.1	rna29595
100758598	Slc25a27	NW_003614784.1	XM_003509856.3	XP_003509904.1	rna30063
100758599	Oraov1	NW_003614822.1	XM_003510067.3	XP_003510115.1	rna30502
100758599	Oraov1	NW_003614822.1	XM_007650710.2	XP_007648900.1	rna30500
100758599	Oraov1	NW_003614822.1	XM_007650711.2	XP_007648901.1	rna30501
100758599	Oraov1	NW_003614822.1	XM_007650713.2	XP_007648903.1	rna30503
100758600	Pycrl	NW_003614880.1	XM_003510442.3	XP_003510490.2	rna31177
100758601	LOC100758601	NW_003614907.1	XM_016979751.1	XP_016835240.1	rna31477
100758601	LOC100758601	NW_003614231.1	XM_016977525.1	XP_016833014.1	rna22905
100758601	LOC100758601	NW_003614231.1	XM_007646879.2	XP_007645069.2	rna22904
100758602	Il12rb2	NW_003614925.1	XM_003510647.3	XP_003510695.1	rna31589
100758602	Il12rb2	NW_003614925.1	XM_007651261.2	XP_007649451.1	rna31591
100758602	Il12rb2	NW_003614925.1	XM_007651260.2	XP_007649450.1	rna31590
100758603	Srgap3	NW_003614964.1	XM_003510779.3	XP_003510827.1	rna31848
100758603	Srgap3	NW_003614964.1	XM_007651367.2	XP_007649557.1	rna31849
100758603	Srgap3	NW_003614964.1	XR_001728319.1	-	rna31850
100758604	Trim72	NW_003615000.1	XM_016979946.1	XP_016835435.1	rna32255
100758605	Plgrkt	NW_003615018.1	XM_016979979.1	XP_016835468.1	rna32361
100758605	Plgrkt	NW_003615018.1	XM_003511053.3	XP_003511101.1	rna32360
100758606	Nprl3	NW_003615248.1	XM_003511844.3	XP_003511892.1	rna33859
100758606	Nprl3	NW_003615248.1	XM_007652353.2	XP_007650543.1	rna33861
100758606	Nprl3	NW_003615248.1	XM_016980355.1	XP_016835844.1	rna33862
100758606	Nprl3	NW_003615248.1	XM_016980356.1	XP_016835845.1	rna33863
100758606	Nprl3	NW_003615248.1	XM_007652352.2	XP_007650542.1	rna33860
100758607	Tnrc6a	NW_003615268.1	XM_007652400.2	XP_007650590.1	rna33990
100758608	Scn1b	NW_003615396.1	XM_016980530.1	XP_016836019.1	rna34572
100758609	LOC100758609	NW_003615464.1	XM_003512458.3	XP_003512506.3	rna35027
100758610	Cdk20	NW_003615487.1	XM_007653005.2	XP_007651195.1	rna35132
100758610	Cdk20	NW_003615487.1	XM_007653004.2	XP_007651194.1	rna35131
100758610	Cdk20	NW_003615487.1	XM_003512520.3	XP_003512568.1	rna35133
100758611	Piwil1	NW_003615530.1	XM_007653083.1	XP_007651273.1	rna35339
100758612	Parm1	NW_003615588.1	XM_003512784.1	XP_003512832.1	rna35583
100758613	Usp10	NW_003613583.1	XM_016964285.1	XP_016819774.1	rna439
100758613	Usp10	NW_003613583.1	XM_007655205.1	XP_007653395.1	rna438
100758614	LOC100758614	NW_003615739.1	XM_016980894.1	XP_016836383.1	rna36201
100758614	LOC100758614	NW_003615739.1	XM_003513113.2	XP_003513161.1	rna36200
100758615	LOC100758615	NW_003615771.1	-	-	gene24014
100758616	LOC100758616	NW_003615806.1	XM_003513243.3	XP_003513291.1	rna36412
100758616	LOC100758616	NW_003615806.1	XM_016980950.1	XP_016836439.1	rna36413
100758617	Psd4	NW_003615849.1	XM_003513302.2	XP_003513350.2	rna36519
100758618	LOC100758618	NW_003615883.1	XM_016963109.1	XP_016818598.1	rna36624
100758619	Itsn1	NW_003613595.1	XM_016975164.1	XP_016830653.1	rna1337
100758619	Itsn1	NW_003613595.1	XM_016975163.1	XP_016830652.1	rna1336
100758619	Itsn1	NW_003613595.1	XM_016975165.1	XP_016830654.1	rna1335
100758619	Itsn1	NW_003613595.1	XM_016975170.1	XP_016830659.1	rna1338
100758619	Itsn1	NW_003613595.1	XM_016975175.1	XP_016830664.1	rna1339
100758619	Itsn1	NW_003613595.1	XM_016975177.1	XP_016830666.1	rna1340
100758619	Itsn1	NW_003613595.1	XM_003495556.2	XP_003495604.1	rna1341
100758619	Itsn1	NW_003613595.1	XM_007642123.1	XP_007640313.1	rna1342
100758619	Itsn1	NW_003613595.1	XM_003495555.2	XP_003495603.1	rna1334
100758620	LOC100758620	NW_003613597.1	XM_003495626.3	XP_003495674.2	rna1432
100758621	LOC100758621	NW_003613602.1	-	-	gene1205
100758622	LOC100758622	NW_003616095.1	XM_003513722.1	XP_003513770.1	rna37215
100758623	LOC100758623	NW_003616146.1	XM_007654022.2	XP_007652212.1	rna37361
100758624	LOC100758624	NW_003616275.1	XM_003514005.1	XP_003514053.1	rna37750
100758625	LOC100758625	NW_003616318.1	XM_016963383.1	XP_016818872.1	rna37849
100758626	Tob2	NW_003616508.1	XM_003514308.3	XP_003514356.1	rna38298
100758627	Chchd1	NW_003613632.1	XM_003496724.3	XP_003496772.1	rna3538
100758628	LOC100758628	NW_003616619.1	XM_016963534.1	XP_016819023.1	rna38521
100758629	Irak2	NW_003613637.1	XM_003496862.3	XP_003496910.1	rna3824
100758629	Irak2	NW_003613637.1	XM_016963396.1	XP_016818885.1	rna3825
100758630	LOC100758630	NW_003616681.1	XM_003514511.1	XP_003514559.1	rna38631
100758631	LOC100758631	NW_003616796.1	XM_016963616.1	XP_016819105.1	rna38834
100758633	LOC100758633	NW_003613650.1	XM_016966032.1	XP_016821521.1	rna5031
100758634	Fbxo25	NW_003613659.1	XM_007615915.2	XP_007614105.1	rna5453
100758634	Fbxo25	NW_003613659.1	XM_007615920.2	XP_007614110.1	rna5454
100758634	Fbxo25	NW_003613659.1	XM_007615904.2	XP_007614094.1	rna5455
100758634	Fbxo25	NW_003613659.1	XM_007615911.2	XP_007614101.1	rna5456
100758636	Capn1	NW_003617890.1	XM_007607579.2	XP_007605769.1	rna40095
100758637	LOC100758637	NW_003613680.1	XM_003498114.1	XP_003498162.1	rna6377
100758638	LOC100758638	NW_003618202.1	XM_016963962.1	XP_016819451.1	rna40279
100758640	LOC100758640	NW_003618939.1	-	-	gene27820
100758641	LOC100758641	NW_003613699.1	XM_007630765.2	XP_007628955.1	rna7499
100758642	F2rl2	NW_003613700.1	XM_007632111.2	XP_007630301.1	rna7658
100758642	F2rl2	NW_003613700.1	XM_003498712.3	XP_003498760.1	rna7657
100758643	LOC100758643	NW_003625391.1	-	-	gene28495
100758644	Slc35e1	NW_003613716.1	XM_003499078.2	XP_003499126.2	rna8533
100758646	Myh15	NW_003613771.1	XM_016974472.1	XP_016829961.1	rna10426
100758647	Nckap1	NW_003613789.1	XM_007641156.1	XP_007639346.1	rna11079
100758648	Lctl	NW_003613796.1	XM_003500489.3	XP_003500537.1	rna11231
100758649	Prkag2	NW_003613842.1	XM_016975045.1	XP_016830534.1	rna12776
100758649	Prkag2	NW_003613842.1	XM_016975044.1	XP_016830533.1	rna12777
100758649	Prkag2	NW_003613842.1	XM_007641959.2	XP_007640149.1	rna12775
100758650	Lenep	NW_003613854.1	XM_007642252.2	XP_007640442.1	rna13349
100758651	Nedd8	NW_003613875.1	XM_003502054.3	XP_003502102.1	rna14251
100758652	Acot13	NW_003613881.1	XM_003502191.2	XP_003502239.1	rna14572
100758653	Top3b	NW_003613919.1	XM_016975797.1	XP_016831286.1	rna15796
100758653	Top3b	NW_003613919.1	XM_003502844.3	XP_003502892.1	rna15794
100758653	Top3b	NW_003613919.1	XM_016975796.1	XP_016831285.1	rna15795
100758654	LOC100758654	NW_003613927.1	-	-	gene10263
100758655	LOC100758655	NW_003613974.1	-	-	gene10943
100758656	Syk	NW_003613980.1	XM_007644151.1	XP_007642341.1	rna17279
100758657	LOC100758657	NW_003613989.1	XM_007644250.2	XP_007642440.1	rna17540
100758658	Oit3	NW_003613999.1	XM_003503749.3	XP_003503797.2	rna17695
100758659	Gdpd1	NW_003614004.1	XM_003503814.3	XP_003503862.1	rna17798
100758659	Gdpd1	NW_003614004.1	XM_007644370.2	XP_007642560.1	rna17799
100758660	LOC100758660	NW_003614021.1	-	-	gene11667
100758661	LOC100758661	NW_003614046.1	XM_003504231.2	XP_003504279.2	rna18651
100758662	Sema6d	NW_003614090.1	XM_003504817.2	XP_003504865.1	rna19755
100758662	Sema6d	NW_003614090.1	XM_007645322.1	XP_007643512.1	rna19756
100758662	Sema6d	NW_003614090.1	XM_003504821.2	XP_003504869.1	rna19757
100758662	Sema6d	NW_003614090.1	XM_003504823.2	XP_003504871.1	rna19758
100758662	Sema6d	NW_003614090.1	XM_003504818.2	XP_003504866.1	rna19759
100758664	Tmco1	NW_003614161.1	XM_003505540.3	XP_003505588.1	rna21277
100758665	Tspan14	NW_003614174.1	XM_016977221.1	XP_016832710.1	rna21511
100758666	Golim4	NW_003614182.1	XM_007646206.1	XP_007644396.1	rna21632
100758667	Bcas2	NW_003614192.1	XM_003505811.2	XP_003505859.1	rna21827
100758668	Ggt6	NW_003614234.1	XM_003506378.3	XP_003506426.1	rna22929
100758669	Zbtb11	NW_003614243.1	XM_007646942.2	XP_007645132.1	rna23040
100758670	Hnrnpll	NW_003614257.1	XM_007647086.2	XP_007645276.1	rna23286
100758671	Cxxc5	NW_003614355.1	XM_007647876.1	XP_007646066.1	rna24918
100758672	LOC100758672	NW_003614381.1	-	-	gene16319
100758673	Slc26a10	NW_003614393.1	XM_003507506.1	XP_003507554.1	rna25335
100758674	Tppp2	NW_003614416.1	XM_003507718.2	XP_003507766.2	rna25762
100758675	S100g	NW_003614454.1	XM_003507928.1	XP_003507976.1	rna26174
100758676	Rassf8	NW_003614467.1	XM_007648623.2	XP_007646813.1	rna26404
100758676	Rassf8	NW_003614467.1	XM_016978443.1	XP_016833932.1	rna26403
100758677	Eif4g2	NW_003614511.1	XM_007648891.1	XP_007647081.1	rna26900
100758678	Frs2	NW_003614536.1	XM_007649032.2	XP_007647222.1	rna27189
100758679	Tradd	NW_003614552.1	XM_007649157.2	XP_007647347.1	rna27425
100758680	Rce1	NW_003614834.1	XM_007650786.2	XP_007648976.1	rna30639
100758680	Rce1	NW_003614834.1	XM_016979549.1	XP_016835038.1	rna30640
100758681	Ift46	NW_003614897.1	XM_003510514.3	XP_003510562.1	rna31355
100758681	Ift46	NW_003614897.1	XM_007651140.2	XP_007649330.1	rna31356
100758681	Ift46	NW_003614897.1	XM_016979718.1	XP_016835207.1	rna31354
100758682	LOC100758682	NW_003614977.1	-	-	gene20774
100758683	LOC100758683	NW_003614988.1	XM_003510927.1	XP_003510975.1	rna32133
100758684	LOC100758684	NW_003615036.1	XM_016980030.1	XP_016835519.1	rna32494
100758685	Rcor2	NW_003615068.1	XM_007651816.2	XP_007650006.2	rna32734
100758686	LOC100758686	NW_003615080.1	XM_003511327.2	XP_003511375.1	rna32853
100758687	Fgr	NW_003615112.1	XM_003511437.3	XP_003511485.1	rna33068
100758688	LOC100758688	NW_003615208.1	-	-	gene21924
100758689	Ucp3	NW_003615229.1	XM_007652297.2	XP_007650487.1	rna33718
100758690	Chmp5	NW_003615295.1	XM_003511963.3	XP_003512011.1	rna34104
100758692	Taz	NW_003615411.1	XM_007652801.1	XP_007650991.1	rna34698
100758692	Taz	NW_003615411.1	XM_003512275.2	XP_003512323.1	rna34699
100758692	Taz	NW_003615411.1	XM_007652800.1	XP_007650990.1	rna34697
100758692	Taz	NW_003615411.1	XM_007652799.1	XP_007650989.1	rna34696
100758692	Taz	NW_003615411.1	XM_003512276.2	XP_003512324.1	rna34700
100758693	Moxd1	NW_003615443.1	XM_016980634.1	XP_016836123.1	rna34916
100758694	Dusp5	NW_003615509.1	XM_007653051.2	XP_007651241.1	rna35238
100758695	Sigirr	NW_003615649.1	XM_003512917.3	XP_003512965.2	rna35853
100758696	Rnf38	NW_003615710.1	XM_007653413.2	XP_007651603.1	rna36103
100758696	Rnf38	NW_003615710.1	XM_016980874.1	XP_016836363.1	rna36106
100758696	Rnf38	NW_003615710.1	XM_007653411.2	XP_007651601.1	rna36104
100758696	Rnf38	NW_003615710.1	XM_007653412.2	XP_007651602.1	rna36105
100758697	Sec22a	NW_003613591.1	XM_007640874.2	XP_007639064.1	rna1076
100758697	Sec22a	NW_003613591.1	XM_003495418.3	XP_003495466.1	rna1074
100758697	Sec22a	NW_003613591.1	XM_016974600.1	XP_016830089.1	rna1075
100758698	Pkdrej	NW_003615917.1	XM_003513415.1	XP_003513463.1	rna36722
100758700	Smc5	NW_003615991.1	XM_016963182.1	XP_016818671.1	rna36905
100758700	Smc5	NW_003615991.1	XM_016963181.1	XP_016818670.1	rna36903
100758700	Smc5	NW_003623983.1	XM_007608050.2	XP_007606240.1	rna41089
100758700	Smc5	NW_003615991.1	XM_003513527.2	XP_003513575.2	rna36904
100758701	Tmem199	NW_003613601.1	XM_003495774.3	XP_003495822.1	rna1688
100758702	LOC100758702	NW_003621947.1	XM_016964135.1	XP_016819624.1	rna40958
100758702	LOC100758702	NW_003616025.1	XM_016963204.1	XP_016818693.1	rna37018
100758703	Vsig10	NW_003613605.1	XR_482698.1	-	rna1962
100758703	Vsig10	NW_003613605.1	XM_007645108.1	XP_007643298.1	rna1963
100758704	Znf169	NW_003613609.1	XM_007646027.2	XP_007644217.1	rna2175
100758704	Znf169	NW_003613609.1	XM_007646033.2	XP_007644223.1	rna2174
100758705	LOC100758705	NW_003613610.1	XM_003496068.3	XP_003496116.1	rna2338
100758707	Fscn1	NW_003613618.1	XM_003496283.3	XP_003496331.1	rna2759
100758708	LOC100758708	NW_003613624.1	-	-	gene2028
100758710	Rpl21	NW_003613630.1	XM_003496662.3	XP_003496710.1	rna3447
100758711	Cdkal1	NW_003613635.1	XM_016980893.1	XP_016836382.1	rna3643
100758711	Cdkal1	NW_003613635.1	XM_007653283.2	XP_007651473.2	rna3642
100758711	Cdkal1	NW_003615109.1	XM_007651951.1	XP_007650141.1	rna33048
100758712	Adgrf3	NW_003613640.1	XM_003497022.2	XP_003497070.1	rna4191
100758713	Tti1	NW_003613641.1	XM_003497103.3	XP_003497151.1	rna4337
100758714	LOC100758714	NW_003613643.1	-	-	gene3015
100758717	Cmpk1	NW_003613647.1	XM_007611594.1	XP_007609784.1	rna4774
100758718	Pnliprp2	NW_003617188.1	XM_016963761.1	XP_016819250.1	rna39433
100758719	L1td1	NW_003613655.1	XM_016966591.1	XP_016822080.1	rna5287
100758720	LOC100758720	NW_003617345.1	XM_003515105.3	XP_003515153.1	rna39643
100758721	Peak1	NW_003613669.1	XM_007619526.2	XP_007617716.1	rna5950
100758721	Peak1	NW_003613669.1	XM_016968251.1	XP_016823740.1	rna5951
100758721	Peak1	NW_003613669.1	XM_007619517.2	XP_007617707.1	rna5949
100758721	Peak1	NW_003613669.1	XM_007619540.2	XP_007617730.1	rna5953
100758721	Peak1	NW_003613669.1	XM_003497912.2	XP_003497960.1	rna5952
100758722	Serpine3	NW_003613673.1	XM_007620487.1	XP_007618677.1	rna6096
100758723	Capn3	NW_003613677.1	XM_003498050.3	XP_003498098.1	rna6303
100758723	Capn3	NW_003613677.1	XM_003498049.3	XP_003498097.1	rna6300
100758723	Capn3	NW_003613677.1	XM_003498051.3	XP_003498099.1	rna6302
100758723	Capn3	NW_003613677.1	XM_003498052.2	XP_003498100.1	rna6301
100758723	Capn3	NW_003613677.1	XM_007622014.2	XP_007620204.1	rna6304
100758724	Lalba	NW_003618023.1	XM_003515434.1	XP_003515482.1	rna40187
100758725	LOC100758725	NW_003613686.1	XM_003498260.3	XP_003498308.2	rna6680
100758727	LOC100758727	NW_003613695.1	-	-	gene4638
100758728	LOC100758728	NW_003622037.1	XM_007607996.1	XP_007606186.1	rna40964
100758728	LOC100758728	NW_003619556.1	XM_003515769.3	XP_003515817.2	rna40731
100758729	LOC100758729	NW_003620201.1	XM_003515812.1	XP_003515860.1	rna40797
100758730	LOC100758730	NW_003613703.1	-	-	gene4961
100758732	Lats1	NW_003613710.1	XM_016973192.1	XP_016828681.1	rna8140
100758732	Lats1	NW_003613710.1	XM_003498942.3	XP_003498990.1	rna8139
100758734	Gmip	NW_003613716.1	XM_016973838.1	XP_016829327.1	rna8375
100758734	Gmip	NW_003613716.1	XM_007637482.2	XP_007635672.1	rna8376
100758735	LOC100758735	NW_003694533.1	-	-	gene28959
100758736	LOC100758736	NW_003613727.1	-	-	gene5600
100758737	Lyrm7	NW_003613733.1	XM_003499370.3	XP_003499418.1	rna9043
100758738	Sctr	NW_003613737.1	XM_003499437.2	XP_003499485.1	rna9166
100758739	Ppp1r1b	NW_003613745.1	XM_003499583.1	XP_003499631.1	rna9506
100758740	Il1r1	NW_003613754.1	XM_007640563.2	XP_007638753.1	rna9921
100758740	Il1r1	NW_003613754.1	XM_007640564.2	XP_007638754.1	rna9922
100758740	Il1r1	NW_003613754.1	XM_003499803.3	XP_003499851.1	rna9923
100758741	Plagl1	NW_003613761.1	XM_007640681.1	XP_007638871.1	rna10178
100758742	LOC100758742	NW_003613775.1	-	-	gene6720
100758743	Marcksl1	NW_003613801.1	XM_007641412.1	XP_007639602.1	rna11542
100758744	Mrm1	NW_003613806.1	XM_003500725.3	XP_003500773.3	rna11734
100758745	Mon2	NW_003613811.1	XM_007641516.1	XP_007639706.1	rna11883
100758745	Mon2	NW_003613811.1	XM_007641515.1	XP_007639705.1	rna11884
